repository,LCOM5,WMC,CBO,NOI,RFC,CLOC,DIT,NOA,NOC,NOD,NOP,LOC,LLOC,NM,NLM,NOS,TLOC,TLLOC,TNM,TNLM,TNOS
python_mypy,4.7456258411843875,20.7092866756393,0.522207267833109,0.5545087483176312,8.24764468371467,17.150740242261104,0.8034993270524899,0.8169582772543742,0.3660834454912516,0.8169582772543742,0.3660834454912516,100.72543741588156,78.90713324360699,10.711978465679676,7.693135935397039,42.21803499327053,100.72543741588156,78.90713324360699,10.825033647375506,7.714670255720054,42.226110363391655
Delgan_loguru,2.3255813953488373,8.279069767441861,0.1860465116279069,0.2790697674418604,3.197674418604651,13.86046511627907,0.0581395348837209,0.0581395348837209,0.0465116279069767,0.0581395348837209,0.0465116279069767,50.74418604651163,44.01162790697674,2.86046511627907,2.9186046511627906,18.151162790697676,51.2906976744186,44.45348837209303,3.0930232558139537,3.0348837209302326,18.872093023255815
joke2k_faker,3.717171717171717,7.196969696969697,0.1742424242424242,0.053030303030303,4.184343434343434,3.2146464646464645,0.1666666666666666,0.1666666666666666,0.1489898989898989,0.1666666666666666,0.1489898989898989,37.957070707070706,29.747474747474747,4.755050505050505,4.1313131313131315,19.1010101010101,37.964646464646464,29.755050505050505,4.792929292929293,4.146464646464646,19.123737373737377
aio-libs_aiohttp,4.237785016286645,11.19869706840391,0.4788273615635179,0.1954397394136807,5.684039087947883,5.980456026058632,0.3973941368078176,0.3973941368078176,0.2312703583061889,0.3973941368078176,0.2312703583061889,67.88599348534201,55.074918566775246,7.078175895765472,5.488599348534202,29.15960912052117,67.88599348534201,55.074918566775246,7.315960912052117,5.50814332247557,29.179153094462546
mlflow_mlflow,3.294289897510981,8.373352855051245,0.1185944363103953,0.2898975109809663,4.7247437774524155,18.478770131771597,0.0673499267935578,0.0702781844802342,0.0556368960468521,0.0702781844802342,0.0556368960468521,66.96339677891655,56.20937042459737,4.890190336749634,4.43484626647145,20.024890190336748,67.32064421669106,56.54612005856515,5.036603221083455,4.452415812591508,20.060029282576867
HumanSignal_label-studio,0.991044776119403,3.0104477611940297,0.1417910447761194,0.0492537313432835,1.344776119402985,1.3970149253731343,0.0761194029850746,0.0805970149253731,0.0701492537313432,0.0805970149253731,0.0701492537313432,28.546268656716418,24.834328358208957,1.5686567164179104,1.2955223880597015,6.7701492537313435,29.232835820895524,25.507462686567163,1.582089552238806,1.2985074626865671,6.786567164179105
plotly_plotly.py,2.9670071409201846,5.311488746271355,0.0089487480791828,0.018439844526801,3.023049805658501,31.094368616107747,0.0096718792370966,0.0096718792370966,0.0062370062370062,0.0096718792370966,0.0062370062370062,70.10458284371327,63.67721232938624,3.0644490644490645,3.0046099611317003,8.60327216848956,70.10458284371327,63.67721232938624,3.067974328843894,3.005242700894875,8.603904908252733
RasaHQ_rasa,3.4774774774774775,11.902702702702705,0.3783783783783784,0.2486486486486486,5.724324324324324,24.43063063063063,0.2648648648648649,0.29009009009009,0.245045045045045,0.29009009009009,0.245045045045045,103.01441441441442,83.35135135135135,7.854054054054054,5.475675675675675,25.544144144144145,103.10630630630632,83.41801801801802,7.949549549549549,5.475675675675675,25.544144144144145
jantic_DeOldify,3.2,8.135714285714286,0.5785714285714286,0.4357142857142857,4.496428571428571,3.5214285714285714,0.2857142857142857,0.2857142857142857,0.2464285714285714,0.2857142857142857,0.2464285714285714,30.74642857142857,25.90357142857143,6.460714285714285,4.060714285714286,17.792857142857144,30.771428571428572,25.925,6.507142857142857,4.082142857142857,17.817857142857143
frappe_erpnext,2.714429868819374,16.60141271442987,0.0171543895055499,0.6135216952573158,5.746720484359233,5.040363269424823,0.0090817356205852,0.0090817356205852,0.0090817356205852,0.0090817356205852,0.0090817356205852,114.65388496468212,93.6619576185671,5.083753784056508,5.133198789101917,46.40262361251261,114.65388496468212,93.6619576185671,5.1594349142280524,5.133198789101917,46.40262361251261
spotify_luigi,2.372093023255814,4.730506155950752,0.8310533515731874,0.1751025991792065,3.3406292749658,5.264021887824898,0.222298221614227,0.2318741450068399,0.1928864569083447,0.2318741450068399,0.1928864569083447,34.44870041039672,26.6265389876881,4.575239398084816,3.1655266757865936,12.770177838577291,34.48632010943913,26.660054719562243,4.948700410396717,3.4500683994528045,13.216142270861834
Ciphey_Ciphey,4.25,8.854166666666666,0.1979166666666666,0.0520833333333333,4.833333333333333,8.895833333333334,0.0625,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,52.208333333333336,40.427083333333336,5.104166666666667,4.78125,19.479166666666668,52.208333333333336,40.427083333333336,5.177083333333333,4.84375,19.614583333333332
recommenders-team_recommenders,3.484536082474227,13.948453608247425,0.268041237113402,0.1752577319587628,5.865979381443299,47.845360824742265,0.0309278350515463,0.0309278350515463,0.0309278350515463,0.0309278350515463,0.0309278350515463,179.6701030927835,149.27835051546393,5.783505154639175,5.690721649484536,58.68041237113402,179.6701030927835,149.27835051546393,5.845360824742268,5.690721649484536,58.68041237113402
aws_aws-cli,3.2917038358608384,7.090990187332738,0.3889384478144513,0.2132024977698483,5.305084745762712,5.732381801962534,0.2854594112399643,0.2854594112399643,0.2488849241748439,0.2854594112399643,0.2488849241748439,66.15432649420161,54.974130240856375,6.1177520071364855,5.091882247992864,25.531668153434435,66.15432649420161,54.974130240856375,6.137377341659233,5.0945584299732385,25.536128456735057
kivy_kivy,2.9132762312633833,10.704496788008566,0.4539614561027837,0.1402569593147751,4.094218415417559,10.360813704496788,0.1370449678800856,0.1370449678800856,0.1199143468950749,0.1370449678800856,0.1199143468950749,67.19057815845824,53.154175588865094,4.831905781584583,3.953961456102784,28.981798715203425,67.1948608137045,53.15631691648822,4.95289079229122,3.967880085653105,29.009635974304068
